rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,calibration_boost_total,calibration_utilization_boost,calibration_spend_boost,calibration_disease_burden_boost,calibration_population_impact_boost,calibration_risk_boost,calibration_notes,methodology_version,calculation_date,source_coverage_flag,source_overall_intelligence_score,source_claims_readiness_score,source_ai_readiness_score,source_semantic_richness_score,source_interoperability_score,source_clinical_semantics_score,source_explainability_score,source_relationship_density_score,source_classification_density_score,source_relationship_count,source_classification_count,source_disease_count,source_atc_hierarchy_depth,source_schedule_count
834852,ATryn,76.034855303332,74.21,74.21,65.19313434222754,70.45,70.45,78.30362073543077,76.25,76.25,77.25548957918491,76.67,76.67,33.353430738085756,13.83,13.83,68.01,2253,71.08,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,80.82,78.0,82.5,76.0,79.0,82.0,91.0,10.0,89.0,1.0,16.0,4.0,4.0,0.0
835231,JayCof-HC,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835249,MaxiVision Lutein Formula,42.15985530333201,54.72,54.72,41.09008110978361,51.36,51.36,47.804370768618085,65.91,65.91,45.4553140183194,58.72,58.72,53.747368478693744,37.62,37.62,55.01,3167,53.28,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,40.32,50.0,35.75,34.62,49.25,44.25,30.5,10.0,19.5,1.0,3.0,1.0,0.0,0.0
835287,Selenos,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835486,Aplenzin,81.28485530333201,82.07,82.07,68.12786486127706,75.09,75.09,99.58028010088941,96.2,96.2,80.80968113633347,80.88,80.88,30.638161257135273,5.55,5.55,75.32,1593,82.12,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,25.0,8.0,4.0,0.0
835718,Trecator,76.26328819859285,74.51,74.51,68.44243661223948,77.44,77.44,69.99529735829019,72.48,72.48,75.53659896455595,74.82,74.82,36.04887163148812,17.49,17.49,69.18,2155,72.76,3,Operationally Relevant,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,78.0,76.0,80.0,72.0,78.0,73.0,86.0,20.0,78.0,2.0,12.0,3.0,4.0,0.0
835827,testosterone cypionate,99.588643302801,97.99,97.99,103.97376543209876,98.22,98.22,97.65898380459313,92.79,92.79,98.09584494889155,99.1,99.1,44.21987007168459,31.34,31.34,90.51,183,98.95,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.0,29.0,13.0,4.0,1.0
835863,degarelix acetate,88.49597836187442,88.72,88.72,85.53735722819594,87.22,87.22,82.87310500464623,79.04,79.04,86.6303505907341,89.1,89.1,35.25717094782955,16.31,16.31,79.22,1219,88.35,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,89.14,87.0,89.0,84.5,88.25,86.5,100.0,60.0,86.25,6.0,15.0,3.0,4.0,0.0
835951,QuinZyme,78.557355303332,76.93,76.93,67.25098274259923,72.71,72.71,86.65656776848535,81.99,81.99,78.74428202575336,78.33,78.33,30.021152761184126,3.52,3.52,69.76,2101,74.01,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,84.91,81.0,85.5,80.5,81.25,89.5,100.0,10.0,97.25,1.0,19.0,8.0,4.0,0.0
836627,Pseudodine C,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836642,Edluar,77.829855303332,76.29,76.29,66.61860812425329,72.25,72.25,93.50329218106995,88.19,88.19,80.00234302402761,79.59,79.59,35.316152263374484,16.38,16.38,72.16,1884,77.95,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,84.0,80.0,84.5,79.0,80.5,97.0,100.0,10.0,94.5,1.0,18.0,2.0,4.0,1.0
844224,Minirin,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844227,Muse,81.28485530333201,82.07,82.07,68.44621412451879,77.51,77.51,95.35138722952343,89.52,89.52,81.10247617151201,81.75,81.75,30.625384143103677,5.42,5.42,74.71,1649,81.25,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,95.0,100.0,10.0,100.0,1.0,39.0,19.0,4.0,0.0
845509,Afinitor,81.28485530333201,82.07,82.07,68.20726549847339,75.66,75.66,97.50366719766362,92.54,92.54,81.81882424001061,83.52,83.52,31.103032490375682,8.25,8.25,75.4,1585,82.21,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,27.0,3.0,4.0,0.0
845525,"Japanese encephalitis virus vaccine, inactivated",94.21457387495022,91.97,91.97,96.42371219965484,91.08,91.08,89.63126908270277,84.52,84.52,90.33292672242135,92.01,92.01,37.43450484534714,19.2,19.2,82.99,862,92.62,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,94.78,94.0,94.5,92.0,95.0,94.0,100.0,90.0,89.0,9.0,16.0,2.0,4.0,0.0
845529,Ixiaro,79.66328819859285,77.95,77.95,71.2212836851188,80.46,80.46,89.63126908270277,84.52,84.52,81.63635536970664,83.02,83.02,32.299326297623786,12.03,12.03,74.06,1710,80.2,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,83.6,80.0,84.0,78.0,81.0,94.0,99.0,20.0,89.0,2.0,16.0,2.0,4.0,0.0
845656,Phillips M-O,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846168,Darcalma,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846176,Darpaz,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846950,Renova,81.28485530333201,82.07,82.07,68.20726549847339,75.66,75.66,98.03557679543341,93.69,93.69,81.04788304792247,81.47,81.47,30.71756189433161,5.99,5.99,75.09,1614,81.77,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,27.0,6.0,4.0,0.0
846956,Triad,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847011,Fluoridex Daily Defense Sensitivity,56.79697497676889,65.26,65.26,47.13294769680074,56.49,56.49,81.51238218505245,78.16,78.16,72.86862770476569,70.87,70.87,29.137575501128367,2.95,2.95,60.26,2874,60.39,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,77.65,65.0,85.0,80.0,65.0,86.0,96.0,0.0,100.0,0.0,24.0,5.0,4.0,0.0
847020,prasugrel hydrochloride,95.47294072746581,92.96,92.96,95.5848075136068,90.57,90.57,91.70418491968671,86.25,86.25,92.12154553298818,93.36,93.36,36.927841663347934,18.61,18.61,83.65,801,93.18,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,96.85,96.0,97.0,96.0,96.0,95.0,100.0,80.0,100.0,8.0,20.0,8.0,4.0,0.0
847083,ustekinumab,103.91610049117217,99.69,99.69,121.99847590601352,99.94,99.94,109.10609650869509,99.67,99.67,99.67434249303068,99.62,99.62,46.99715335855569,32.58,32.58,93.03,16,99.93,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,51.0,6.0,20.0,12.0,5.0,8.0,high cost specialty biologic payer relevance,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,98.18,98.0,98.0,97.0,98.5,99.0,100.0,100.0,94.5,15.0,18.0,4.0,4.0,0.0
847084,Utrona-C,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847088,Miniprin,81.28485530333201,82.07,82.07,68.55631302270012,78.58,78.58,101.00998938006107,98.17,98.17,83.36045771936811,86.57,86.57,31.69932546794106,11.03,11.03,77.99,1336,86.7,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,51.0,22.0,4.0,0.0
847166,Allerx DF AM,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847176,ProCentra,81.28485530333201,82.07,82.07,68.1673577591929,75.36,75.36,99.75401566440992,96.61,96.61,81.69910102216912,83.18,83.18,35.43565644497544,16.65,16.65,76.93,1439,85.03,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,26.0,9.0,4.0,1.0
847214,CNL8,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847336,Fluoron APF,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847384,One Touch Reformulated Apr 2009,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847437,Pediagel,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847458,NeutraRinse,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847463,Levoprome,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847470,Luminal,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847500,AlleRx PE AM,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847512,AlleRx AM,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847516,AlleRx PM,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847728,lumefantrine,97.403643302801,94.65,94.65,101.68328461436349,94.69,94.69,86.26026151599628,81.41,81.41,92.98171764237355,94.02,94.02,38.36701513341298,21.34,21.34,84.59,715,94.0,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,97.26,97.0,97.0,95.5,97.75,89.5,100.0,100.0,91.75,18.0,17.0,2.0,4.0,0.0
847782,"Aminosyn 3.5 % M, Sulfite Free",56.946974976768885,66.84,66.84,47.756634143103675,58.83,58.83,96.62279304393999,91.07,91.07,74.5896870436745,73.58,73.58,28.3012619474313,1.36,1.36,64.15,2560,66.44,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,78.25,65.0,85.0,80.0,65.0,95.0,100.0,0.0,100.0,0.0,103.0,36.0,4.0,0.0
848057,Humibid L.A. Reformulated Apr 2009,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848114,PCE,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848161,Simponi,78.82328819859285,77.23,77.23,70.52582198327359,80.3,80.3,87.47228527810965,82.91,82.91,81.66091145625913,83.06,83.06,33.67533519182265,14.33,14.33,73.72,1741,79.77,2,Strategically Important,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,82.24,79.0,83.0,76.5,80.25,91.5,96.0,20.0,86.25,2.0,15.0,1.0,4.0,0.0
848187,Vanex,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848201,Fletchers Child Laxative,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
