rxcui,drug_name,ehi_v6_score,ehi_v6_rank,ehi_v6_percentile,ehi_v6_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,ehi_v6_framework_version,ehi_v6_weighting_method,ehi_v6_validation_score,ehi_v6_validation_status,ehi_v6_dashboard_language
220155,T-Panol,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220156,T-Tussin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220162,TBC brand of balsam Peru/castor oil/trypsin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220167,Tab-Profen,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220168,Tacaryl,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220177,Tarabine PFS,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220178,Tarsum,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220180,Tavist-D,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220143,Synalgos-DC,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220146,Sytobex,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220148,T-Athlete,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220149,T-Diet,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220150,T-Gesic,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220153,T-Painol,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220112,Supac,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220118,Superfed,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220126,Supred,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220129,Surelac,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220136,Symadine,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2463936,4-desoxypyridoxine,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2462661,Styphnolobium japonicum fruit extract,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220097,Sulforcin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220101,Sulmasque,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220104,Sulster,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220105,Sultrin Triple Sulfa,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220106,Sumycin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220110,Sunkist Vitamin C,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220111,Sup Pain Med,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220082,Sulf-10,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220085,Sulfacet Sodium,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220086,Sulfacet-R,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220094,Sulfimycin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220056,Strifon Fort,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220080,Sudrine,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220026,Stay Alert,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220028,Sterapred,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220029,Sterapred DS,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220030,Steroform,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220034,Stomax,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220040,Stress bismuth subsalicylate,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220047,Stress Liquid,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2465570,potato peel extract,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2465234,"bis(1,3-dimethylbutyl) sulfosuccinate",17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220013,St. Joseph Cough Suppressant,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220014,Stagesic,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220019,Stanimax Gel,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220020,Stanimax Perio Rinse,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220022,Stat Awake,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220023,Statobex,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220024,Statuss,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220025,Statuss Green,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220001,Spectazole,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220002,Spectrobid,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220003,Spectrum-4,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220004,Spironol,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
220005,Spironolactone Plus,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219991,Spantuss HD,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219992,Spasmolin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219993,Spasquid,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219994,Spastolate,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219995,Spastrin,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219996,Spec-T,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
219997,Spec-T Sore Throat/Cough Suppressant,17.9649,22329,25.896917,Foundational,12.95,12.95,12.95,25.26,52.25,19.34,3276,12.95,Limited Enterprise Impact,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
