rxcui,drug_name,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_v6_ml_weighted_score,ehi_v6_ml_rank,ehi_v6_ml_percentile,ehi_v6_ml_tier_label
1053197,Baza Cleanse and Protect,71.83,1914,77.1,Strategically Important,77.99,80.53,82.79,69.33,20.21,73.28393581656455,6648,77.93966346951645,High Importance
1365975,Varizig,71.93,1905,77.33,Strategically Important,82.07,73.41,79.01,83.72,3.61,73.27589368957165,6649,77.93634462845574,High Importance
2619312,tremelimumab-actl,72.58,1844,78.5,Strategically Important,77.1,81.04,77.52,79.67,16.27,73.26170662316353,6650,77.93302578739504,High Importance
49326,Duofilm,71.81,1915,77.07,Strategically Important,82.07,74.22,79.46,81.67,3.79,73.26038584482326,6651,77.92970694633435,High Importance
217383,Gordofilm,71.81,1915,77.07,Strategically Important,82.07,74.22,79.46,81.67,3.79,73.26038584482326,6651,77.92970694633435,High Importance
723775,Scalpicin Scalp Relief,71.81,1915,77.07,Strategically Important,82.07,74.22,79.46,81.67,3.79,73.26038584482326,6651,77.92970694633435,High Importance
219834,Sebasorb,71.81,1915,77.07,Strategically Important,82.07,74.22,79.46,81.67,3.79,73.26038584482326,6651,77.92970694633435,High Importance
761340,DermalZone,71.81,1915,77.07,Strategically Important,82.07,74.22,79.46,81.67,3.79,73.26038584482326,6651,77.92970694633435,High Importance
202634,Folacin,71.81,1915,77.07,Strategically Important,82.07,74.22,79.46,81.67,3.79,73.26038584482326,6651,77.92970694633435,High Importance
224918,Probanthine,71.73,1922,76.95,Strategically Important,82.07,75.36,79.43,79.94,3.69,73.25725394313129,6657,77.90979389997013,High Importance
219484,Provigil,72.94,1810,78.86,Strategically Important,76.93,72.71,79.91,90.4,16.19,73.24975158687266,6658,77.90647505890944,High Importance
54908,policresulen,72.03,1896,77.53,Strategically Important,78.45,86.87,70.55,63.1,35.75,73.24616750293626,6659,77.90315621784872,High Importance
288999,cetrimonium bromide,72.03,1896,77.53,Strategically Important,78.45,86.87,70.55,63.1,35.75,73.24616750293626,6659,77.90315621784872,High Importance
3328,dibekacin,72.03,1896,77.53,Strategically Important,78.45,86.87,70.55,63.1,35.75,73.24616750293626,6659,77.90315621784872,High Importance
352777,Mucinex,71.89,1909,77.16,Strategically Important,82.07,73.41,79.01,83.5,3.61,73.24546580459659,6662,77.89319969466662,High Importance
218036,Liquibid,71.89,1909,77.16,Strategically Important,82.07,73.41,79.01,83.5,3.61,73.24546580459659,6662,77.89319969466662,High Importance
219820,Scot-Tussin,71.89,1909,77.16,Strategically Important,82.07,73.41,79.01,83.5,3.61,73.24546580459659,6662,77.89319969466662,High Importance
215678,Bidex,71.89,1909,77.16,Strategically Important,82.07,73.41,79.01,83.5,3.61,73.24546580459659,6662,77.89319969466662,High Importance
219906,Siltussin,71.89,1909,77.16,Strategically Important,82.07,73.41,79.01,83.5,3.61,73.24546580459659,6662,77.89319969466662,High Importance
219688,Robafen,71.89,1909,77.16,Strategically Important,82.07,73.41,79.01,83.5,3.61,73.24546580459659,6662,77.89319969466662,High Importance
203836,azlocillin sodium,72.0,1899,77.45,Strategically Important,77.46,83.52,77.44,66.83,29.01,73.22979565228287,6668,77.87328664830241,High Importance
215374,Aqua-Ban,72.02,1897,77.52,Strategically Important,77.79,80.37,81.27,73.37,17.29,73.22839660671603,6669,77.86996780724171,High Importance
235749,framycetin sulfate,71.88,1910,77.14,Strategically Important,78.39,84.83,74.14,63.79,32.8,73.2252219591781,6670,77.866648966181,High Importance
91551,iodohippurate I123 sodium,71.97,1901,77.43,Strategically Important,78.5,88.78,68.14,60.64,38.72,73.18961026962214,6671,77.86333012512031,High Importance
2102479,lettuce whole allergenic extract,71.97,1901,77.43,Strategically Important,78.5,88.78,68.14,60.64,38.72,73.18961026962214,6671,77.86333012512031,High Importance
219641,Restoril,72.85,1818,78.79,Strategically Important,76.93,72.71,79.91,89.95,16.19,73.18751273124185,6673,77.8566924429989,High Importance
23638,dopexamine,71.97,1901,77.43,Strategically Important,78.0,86.62,72.06,63.36,34.32,73.18442173016034,6674,77.8533736019382,High Importance
26867,hexocyclium,71.97,1901,77.43,Strategically Important,78.0,86.62,72.06,63.36,34.32,73.18442173016034,6674,77.8533736019382,High Importance
291204,tacalcitol,71.97,1901,77.43,Strategically Important,78.0,86.62,72.06,63.36,34.32,73.18442173016034,6674,77.8533736019382,High Importance
33743,pipenzolate,71.97,1901,77.43,Strategically Important,78.0,86.62,72.06,63.36,34.32,73.18442173016034,6674,77.8533736019382,High Importance
7513,norethandrolone,71.97,1901,77.43,Strategically Important,78.0,86.62,72.06,63.36,34.32,73.18442173016034,6674,77.8533736019382,High Importance
102745,pivmecillinam hydrochloride,71.97,1901,77.43,Strategically Important,78.0,86.62,72.06,63.36,34.32,73.18442173016034,6674,77.8533736019382,High Importance
23370,diphenidol,73.22,1785,79.12,Strategically Important,73.22,88.03,71.66,76.66,31.7,73.17729930770997,6680,77.83346055557399,High Importance
2721767,aceclidine hydrochloride,72.23,1877,78.01,Strategically Important,77.32,83.28,77.01,73.74,19.15,73.17509556599221,6681,77.83014171451329,High Importance
2109969,Durolane,72.36,1864,78.22,Strategically Important,77.2,80.29,79.41,79.46,13.29,73.17347175491274,6682,77.8268228734526,High Importance
236104,cefpirome sulfate,72.11,1889,77.64,Strategically Important,77.09,83.23,77.0,69.5,27.29,73.17224381499447,6683,77.8235040323919,High Importance
134774,Remeron,71.69,1926,76.91,Strategically Important,82.07,73.41,79.72,81.53,4.55,73.17135153522382,6684,77.82018519133118,High Importance
2103170,Lorbrena,71.52,1941,76.74,Strategically Important,82.07,74.53,80.59,78.33,5.13,73.16884671231864,6685,77.81686635027049,High Importance
28181,ketazolam,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
38453,tramazoline,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
8337,pipemidic acid,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
266801,cefonicid monosodium,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
55175,propiverine,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
38252,tianeptine,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
10181,sulfamethoxypyridazine,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
40003,zotepine,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
29961,metylperon,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
33303,phenothrin,71.95,1903,77.38,Strategically Important,78.14,87.3,70.49,62.62,35.9,73.15539492233073,6686,77.8135475092098,High Importance
1299929,chondroitin sulfate sodium (bovine),72.02,1897,77.52,Strategically Important,77.78,81.42,79.49,73.66,16.78,73.15285371186835,6696,77.78035909860277,High Importance
904507,egg (chicken) allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
892638,rye allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
892628,pork allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
891633,hazelnut allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
895582,avocado allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
971932,oat allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
971849,lamb allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
974650,black olive allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
892368,carrot allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
901291,vanilla bean allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
891668,soybean allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
899394,buckwheat allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
899424,grapefruit allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
892632,potato allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
892575,peach allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
891641,lima bean allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
901258,watermelon allergenic extract,71.91,1907,77.25,Strategically Important,77.46,83.52,77.09,66.7,28.89,73.1429764130532,6697,77.77704025754207,High Importance
2642811,Niva Thyroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
2671586,Adthyza,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
1724432,NP Thyroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
220939,Westhroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
352792,Nature-Throid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
1437269,WP Thyroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
215407,Armour Thyroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
2725182,Evexithroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
2706310,Renthyroid,71.77,1918,77.0,Strategically Important,82.07,73.41,78.6,83.36,3.34,73.13455397050316,6714,77.72061995951015,High Importance
2360530,sacituzumab govitecan-hziy,72.2,1880,77.98,Strategically Important,77.19,83.27,76.6,73.09,21.17,73.13367556103762,6723,77.69075038996382,High Importance
2102481,northern brown shrimp allergenic extract,71.9,1908,77.19,Strategically Important,78.41,88.7,68.06,60.64,38.7,73.12182516139127,6724,77.68743154890312,High Importance
2102486,Pacific ocean perch allergenic extract,71.9,1908,77.19,Strategically Important,78.41,88.7,68.06,60.64,38.7,73.12182516139127,6724,77.68743154890312,High Importance
904554,karaya gum allergenic extract,71.9,1908,77.19,Strategically Important,78.41,88.7,68.06,60.64,38.7,73.12182516139127,6724,77.68743154890312,High Importance
314797,potassium lactate,71.9,1908,77.19,Strategically Important,78.41,88.7,68.06,60.64,38.7,73.12182516139127,6724,77.68743154890312,High Importance
37790,tenoxicam,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
1085787,butylscopolamine,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
8793,propyliodone,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
114464,arginine glutamate,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
19895,butriptyline,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
59161,brivudine,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
29704,methoxyphenamine,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
17804,amorolfine,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
32626,oxeladin,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
20890,lornoxicam,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
26397,arbekacin,71.91,1907,77.25,Strategically Important,78.32,87.94,68.98,61.48,37.83,73.1174794847468,6728,77.67415618466032,High Importance
2268306,enfortumab vedotin-ejfv,72.18,1882,77.97,Strategically Important,77.19,83.27,76.6,72.97,21.17,73.1170785328694,6739,77.6376489329926,High Importance
692846,Lamisil Defense,72.15,1885,77.94,Strategically Important,77.18,80.26,80.0,77.28,14.77,73.0813086981563,6740,77.6343300919319,High Importance
227225,guanabenz acetate,73.35,1773,79.24,Strategically Important,72.62,87.67,71.0,79.76,30.47,73.07842422931513,6741,77.6310112508712,High Importance
967018,Zyclara,72.14,1886,77.93,Strategically Important,77.18,80.26,80.0,77.22,14.77,73.0730101840722,6742,77.62769240981049,High Importance
204225,Seromycin,71.68,1927,76.89,Strategically Important,82.07,73.41,78.6,82.9,3.34,73.07093202919168,6743,77.62437356874979,High Importance
37840,tertatolol,72.01,1898,77.48,Strategically Important,77.09,83.23,76.58,69.5,26.84,73.0638465313915,6744,77.62105472768908,High Importance
2668046,etrasimod arginine,72.01,1898,77.48,Strategically Important,77.09,83.23,76.58,69.5,26.84,73.0638465313915,6744,77.62105472768908,High Importance
2562175,piperazine dihydrochloride,71.9,1908,77.19,Strategically Important,77.5,81.4,79.78,72.69,17.99,73.05556664214812,6746,77.61441704556769,High Importance
2723752,berahyaluronidase alfa,73.46,1764,79.44,Strategically Important,72.6,86.09,70.74,82.66,30.13,73.05348321138693,6747,77.61109820450699,High Importance
2055654,"antihemophilic factor (recombinant), PEGylated-aucl",72.05,1894,77.56,Strategically Important,76.77,83.22,76.5,69.94,27.48,73.0380153465051,6748,77.60777936344628,High Importance
236099,domperidone maleate,71.81,1915,77.07,Strategically Important,77.42,81.35,80.54,71.28,19.05,73.03520704527918,6749,77.6044605223856,High Importance
2272604,Numbrino,71.76,1919,76.98,Strategically Important,78.82,76.27,80.79,75.96,17.38,73.01835839574679,6750,77.60114168132488,High Importance
2634820,potassium citrate trihydrate,71.48,1945,76.69,Strategically Important,82.07,74.53,78.97,80.16,3.48,73.01107176665508,6751,77.59782284026417,High Importance
2672254,gepirone hydrochloride,71.94,1904,77.34,Strategically Important,77.13,83.24,76.59,70.4,24.19,72.98447084453008,6752,77.59450399920348,High Importance
6553,lisuride maleate,71.64,1930,76.85,Strategically Important,78.03,84.33,74.26,63.81,32.49,72.9718777443461,6753,77.59118515814278,High Importance
235279,"insulin, protamine zinc, pork",73.85,1729,79.91,Strategically Important,71.69,82.97,68.92,88.82,34.96,72.96853762614374,6754,77.58786631708207,High Importance
235284,"insulin, prompt zinc, beef",73.85,1729,79.91,Strategically Important,71.69,82.97,68.92,88.82,34.96,72.96853762614374,6754,77.58786631708207,High Importance
132889,levonordefrin,72.97,1807,78.9,Strategically Important,72.59,87.8,72.84,75.37,32.43,72.96191314669122,6756,77.58122863496068,High Importance
