rxcui,drug_name,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_v6_ml_weighted_score,ehi_v6_ml_rank,ehi_v6_ml_percentile,ehi_v6_ml_tier_label
2669696,N-ethylhexedrone,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669694,Reynoutria multiflora stem extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547570,peach kernel oil glycereth-8 esters,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549103,Hyacinthus orientalis whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549102,Bos taurus artery preparation,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549116,"1,2-docosahexanoyl-sn-glycero-3-phosphoserine calcium",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667938,Quillaja saponaria whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2668190,plasacryl T20,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1546442,iodate ion,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1546440,hypophosphite ion,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670081,Geranium robertianum leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671785,Myrica esculenta fruit extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
154500,"Hydroxy Compound - Ephedrine, Hydroxyzine & Theophylline",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2672488,2-(perfluorohexyl)ethanethiol,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2672340,benzophenone-4-isothiocyanate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2673194,Melaleuca viridiflora flowering top extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2672539,Oenocarpus bataua seed oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669315,Anredera cordifolia leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671359,1-ethoxyundecane,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671358,Lavandula angustifolia subsp. angustifolia leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670080,Cordia dichotoma whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2673586,Euphorbia neriifolia leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2673512,"metahomomenthol, (+/-)-",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2673303,Typhonium giganteum stem extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2668060,propylene glycol 1-caprylate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2668059,policapram,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547577,Lactarius indigo whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547571,Piellia ternata whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307737,Potentilla erecta root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307738,Phragmites australis root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307707,Flickingeria fimbriata stem extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307720,Ferula assa-foetida root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667737,Aconitum chasmanthum whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667641,palmitoyl myristyl serinate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307682,galangal oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307677,Arctium lappa fruit extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307675,asparagus cochinchinesis tuber extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307739,Vaccinium angustifolium leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747702,dimethiconol (14000 CST),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747700,Nephelium lappaceum fruit rind extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747570,allyl methacrylate-glycol dimethacrylate crosspolymer,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307727,Canna indica root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547556,Sphaeranthus indicus flowering top extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547555,Cytisus scoparius flower extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547472,Corydalis bungeana whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667742,Passiflora caerulea fruit extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670038,Magnolia champaca flower oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670341,talinexomer,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670320,Brassica rapa subsp. oleifera whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670600,octylphenoxyethanol,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549108,Picea abies leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549107,Lysimachia nummularia extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667640,Mirabilis jalapa whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667745,quaternium-73,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549555,barium iodate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1546409,tripolyphosphate ion,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1546402,sulfonated oleic acid,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1546398,selenite ion,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667329,"myristoyl hexapeptide-12, (VAL-GLY-VAL-ALA-PRO-GLY)-",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2667327,Crambe hispanica subsp. abyssinica whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307726,Panax ginseng flower extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307742,Cuscuta japonica seed extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671201,Silybum marianum whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1552046,lead monosilicate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1552036,Aristolochia clematitis whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1551627,steareth-12,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547623,chrysanthemin extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547621,Pseudolarix amabilis bark extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547755,Stephania tetrandra root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547712,Acmella oleracea flowering top extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671242,"poly(DL-lactic-co-glycolic acid), (75:25; 9500 MW)",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1648687,".alpha.,.beta.'-diglycerin",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671200,potassium hydroxycitrate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671582,tert-butylbenzoic acid (mixed isomers),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307706,Punica granatum flower extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307704,Hypericum perforatum leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307674,Actinidia polygama fruit extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307690,Amaranthus caudatus seed extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307689,paprika oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307687,Pueraria montana var. chinensis root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549224,Citrus maxima fruit oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549633,Abies alba leaf oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2673866,isotachysterol 3,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2675320,alpha bisabolene,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2675297,Impatiens irvingii whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2675619,hypromellose 2208 (4 MPA.S),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1552276,Bos taurus parasympathetic nerve preparation,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1552172,Guizotia abyssinica seed oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1552047,triethanolamine laurate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307686,Cedrus deodara wood oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549143,polixetonium,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549118,"1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549554,Alisma plantago-aquatica whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1549331,rosin partially dimerized glycerol ester,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2680301,glyceryl 2-caprylate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2682734,Clematis viorna whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2683200,hydroxypropyl guar hydroxypropyltrimonium chloride,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547470,Brucea javanica whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2668590,palmitoyl tetrapeptide-94,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2668551,Ammopiptanthus mongolicus stem extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669405,dihydroxyethyl lauramine oxide,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669403,Reynoutria multiflora root oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669318,Hoodia gordonii sap extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669316,Flemingia prostrata whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669812,Gossypium hirsutum leaf extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2669013,methyl vinyl ether and maleic anhydride copolymer (1100000 WAMW),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747869,7-oxodehydroepiandrosterone 3-acetate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547469,Sparganium stoloniferium whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547468,Rubia cordifolia root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547467,Artemisia princeps leaf oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1547466,Agrimonia pilosa whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2670454,tetrahydrocurcumin .beta.-o-glucuronide,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2668591,palmitoyl tetrapeptide-95,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2671243,tetramethylchromanol glucose,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307696,Polygonatum multiflorum root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307697,Rubes nigrum seed extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747867,cetearyl stearate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747865,Eucalyptus dives leafy twig oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747727,dimethiconol triethoxycaprylylsilane tetraethyl silicate crosspolymer (4000000 MW),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1788869,allyl acrylate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747711,kiwi juice,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747706,Concord grape juice,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747704,Java citronella oil,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307612,Phellodendron chinensis bark extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1648142,catalase (Micrococcus luteus),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1648140,"N,N-dimethyl-2-octadecanamine",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1648136,diisostearyl dimer dilinoleate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1648135,"2-methyl-2-propylpropane-1,3-diol",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1788843,Erycibe obtusifolia stem extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1788822,vinyldimethyl/trimethylsiloxysilicate sterile dimethicone crosspolymer,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1747870,beheneth-5,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1607311,isoamyl cocoate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600745,Prunus mume whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600977,N-butylphthalimide,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600929,4-butylresorcinol,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600742,lithospermum officinale root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600741,Liriope muscari root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600740,Leucoagaricus leucothites whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600779,sodium carboxymethyl beta-glucan (DS 0.65-0.85),36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
36164,Sarapin,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600746,Pseudostellaria heterophylla whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600749,Senna obtusifolia seed extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307049,Litchi fruit extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307045,D&C orange no. 10,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307043,apricot juice,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307041,PEG-6 cocamide,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1307039,methylbenzyl methylbenzimidazole piperidinylmethanone,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1606852,butyl carbamate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1607329,"trimethyl-1,3-pentanediol",36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600744,Ostericum grosseserratum root extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2727163,Citrus medica var. sarcodactylis whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2727159,Brassica alba sprout extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2728644,Canarium album whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2969,cyclamate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2984,Cyclogyl,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2727317,Inula helenium whole extract,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
2727192,Rhopalurus junceus venom,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1600442,Pediculus humanus var. capitis,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1607327,butylene glycol behenate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
5459,Humulin S,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1603856,sodium lauraminopropionate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
1603855,butyloctyl oleate,36.34,3275,32.85,Limited Enterprise Impact,34.44,34.63,32.85,25.26,73.74,36.2574353422239,17749,41.097208854667954,Foundational
